category,title,description,og:url,start_time,end_time,latitude,longitude,image,event_id,category_ai,category_1,category_2,category_3
Business,Summer Networking Mixer | Private Equity | Venture Capital | Law | Fintech,Join us for a fun Summer Networking Mixer in Midtown Manhattan -- a great opportunity to expand your community and raise capital.,https://www.eventbrite.com/e/summer-networking-mixer-private-equity-venture-capital-law-fintech-tickets-1409594728779,2025-09-29T18:00:00-04:00,2025-09-29 20:00:00-04:00,40.7498776,-73.9774856,https://cdn.evbuc.com/images/1098938733/224965426305/1/logo.20250818-210927,1409594728779,"Business, Community & Culture, Education",Business,Community & Culture,Education
Business,Customer Success Week 2025 presented by the Customer Success Meetup,"Join us on September 30th for the ultimate Customer Success gathering! Four stages, 50+ speakers from the world’s top technology companies.",https://www.eventbrite.com/e/customer-success-week-2025-presented-by-the-customer-success-meetup-tickets-1230908152419,2025-09-30T09:00:00-04:00,2025-09-30 17:00:00-04:00,40.7513427,-73.9920698,https://cdn.evbuc.com/images/1006997913/1403118251893/1/logo.20250411-184617,1230908152419,"Business
Education
Community & Culture",Business,,
Business,The Informations AI Agenda Live NYC: The Next Wave,"Join us for AI Agenda Live: The Next Wave, taking place September 30, 2025.",https://www.eventbrite.com/e/the-informations-ai-agenda-live-nyc-the-next-wave-tickets-1412547159579,2025-09-30T13:00:00-04:00,2025-09-30 18:30:00-04:00,40.756572,-73.9870076,https://cdn.evbuc.com/images/1053862073/143743301651/1/logo.20250616-140308,1412547159579,"Business, STEM, Education",Business,STEM,Education
Business,"October 13 - NYs  Biggest Business, Tech & Entrepreneur Networking Affair","October 13 - NYs  Biggest Business, Tech & Entrepreneur Networking Affair",https://www.eventbrite.com/e/october-13-nys-biggest-business-tech-entrepreneur-networking-affair-tickets-1406341779119,2025-10-13T18:30:00-04:00,2025-10-13 20:30:00-04:00,40.753615,-73.9865612,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F561277709%2F168091941339%2F1%2Foriginal.20230724-223744?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C8%2C1254%2C627&s=49725cf5cbdc5a0bfd5681e97953399c,1406341779119,"Business, STEM, Community & Culture",Business,STEM,Community & Culture
Business,Exploring BNP Paribas  & Networking Event with NYBLACKMBA in New York City,"Lets dive into the world of BNP Paribas, connect with NYBLACKMBA members, and expand our network in a fun and engaging event!",https://www.eventbrite.com/e/exploring-bnp-paribas-networking-event-with-nyblackmba-in-new-york-city-tickets-1702065827709,2025-10-23T17:00:00-04:00,2025-10-23 20:00:00-04:00,40.7618306,-73.9823222,https://cdn.evbuc.com/images/1124307053/1421384528/1/logo.20250915-134439,1702065827709,"Business
Community & Culture
Education",Business,,
Business,IIDA NY COLOR INVASION® 2025,Sunsets  and  Scandals,https://www.eventbrite.com/e/iida-ny-color-invasion-2025-tickets-1478813794869,2025-10-30T19:00:00-04:00,2025-10-30 23:00:00-04:00,40.7517036,-74.0036129,https://cdn.evbuc.com/images/1070213583/61948433663/1/logo.20250709-202145,1478813794869,"Nightlife & Parties, Community & Culture, Home & Lifestyle",Nightlife & Parties,Community & Culture,Home & Lifestyle
Business,Bitcoin/Altcoins & Cryptocurrency Enthusiast Night - Crypto Gathering,Crypto Gathering - Discuss Everything Crypto ***FREE BITCOIN TOKEN (PHYSICAL COIN)***,https://www.eventbrite.com/e/bitcoinaltcoins-cryptocurrency-enthusiast-night-crypto-gathering-tickets-1256836033409,2025-10-27T18:30:00-04:00,2025-10-27 21:30:00-04:00,40.7604614,-73.97176819999999,https://cdn.evbuc.com/images/915313803/240086305688/1/logo.20241211-003921,1256836033409,"Community & Culture, Business, Education",Community & Culture,Business,Education
Business,Brooklyn Big Professional Networking Affair - Game Changers +Professionals,"Brooklyns Biggest Professional Networking Affair - Artists , Entrepreneurs, Game-Changers & Professionals",https://www.eventbrite.com/e/brooklyn-big-professional-networking-affair-game-changers-professionals-tickets-1357259803609,2025-09-30T19:00:00-04:00,2025-09-30 21:00:00-04:00,40.7224498,-73.9552011,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F465015529%2F168091941339%2F1%2Foriginal.jpg?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=62%2C0%2C590%2C295&s=919919e1614cdd767ec1c33478051f5d,1357259803609,"Business
Community & Culture
Education",Business,,
Business,The 21st Annual National Black Pre-Law Conference and Law Fair 2025,"The nations largest and longest-running pre-law event centering the stories, perspectives and lived experiences of Black lawyers",https://www.eventbrite.com/e/the-21st-annual-national-black-pre-law-conference-and-law-fair-2025-tickets-1448273046669,2025-11-13T08:00:00-05:00,2025-11-15 22:00:00-05:00,40.7127753,-74.0059728,https://cdn.evbuc.com/images/610454529/49175411032/1/logo.20231001-220016,1448273046669,"Community & Culture, Education, Business",Community & Culture,Education,Business
Business,Americas Trading Conference 2025,"The Americas Trading Conference 2025 will be hosted at @Ease 605, New York, on Thursday October 30th.",https://www.eventbrite.co.uk/e/americas-trading-conference-2025-tickets-1336539970029,2025-10-30T09:00:00-04:00,2025-10-30 17:30:00-04:00,40.7489795,-73.9751818,https://cdn.evbuc.com/images/1031769783/2056278068253/1/logo.20250515-161031,1336539970029,"Business, Education, STEM",Business,Education,STEM
Business,R.E.CON Conference,"Get ready to dive into the world of real estate at our Real Estate Conference - where industry experts share insights, trends, and tips to h",https://www.eventbrite.com/e/recon-conference-tickets-1242150809509,2025-10-02T09:30:00-04:00,2025-10-02 17:00:00-04:00,40.77726740000001,-74.0111632,https://cdn.evbuc.com/images/976632063/1073409826323/1/logo.20250306-033334,1242150809509,"Business
Education
Home & Lifestyle",Business,,
Business,"Brooklyn Tech Expo: FALL4AI Edition - Oct 7, 2025","Largest expo-conference event in Brooklyn with focus on AI, technology, innovative businesses, seminars, networking! Part of AI Week NYC.",https://www.eventbrite.com/e/brooklyn-tech-expo-fall4ai-edition-oct-7-2025-tickets-1426173757099,2025-10-07T11:00:00-04:00,2025-10-07 16:00:00-04:00,40.7039741,-73.9848854,https://cdn.evbuc.com/images/1058358303/1961150010723/1/logo.20250623-035208,1426173757099,"Business, STEM, Education",Business,STEM,Education
Health & Fitness,Changing the Playbook on Hospital Prices,"Presented by 32BJ Labor Industry Cooperation Fund, 32BJ Health Fund, and City & State NY",https://www.eventbrite.com/e/changing-the-playbook-on-hospital-prices-tickets-1419467117359,2025-10-09T08:00:00-04:00,2025-10-09 16:00:00-04:00,40.7404282,-73.9960263,https://cdn.evbuc.com/images/1055896273/130664635387/1/logo.20250618-165931,1419467117359,"Health & Fitness, Business, Education",Health & Fitness,Business,Education
Health & Fitness,Mother Cabrini Mental Health Summit,A Collaborative Path for Well Being.,https://www.eventbrite.com/e/mother-cabrini-mental-health-summit-tickets-1656696657299,2025-10-22T08:30:00-04:00,2025-10-22 16:30:00-04:00,40.759608,-73.98719539999999,https://cdn.evbuc.com/images/1111581873/130664635387/1/logo.20250902-133437,1656696657299,"Health & Fitness
Community & Culture
Education",Health & Fitness,,
Health & Fitness,11th Annual NYU Langone Healthy Communities Symposium - 2025,"Please join us for the 11th Annual NYU Langone Healthy Communities Symposium on Wednesday, October 15th from 9am-5pm.",https://www.eventbrite.com/e/11th-annual-nyu-langone-healthy-communities-symposium-2025-tickets-1408849068489,2025-10-15T09:00:00-04:00,2025-10-15 17:00:00-04:00,40.7421225,-73.9739642,https://cdn.evbuc.com/images/1073242313/143722611829/1/logo.20250714-183215,1408849068489,"Health & Fitness, Community & Culture, Education",Health & Fitness,Community & Culture,Education
Health & Fitness,Healthy on the Hudson x IronStrength: Sculpt and Flow with Marissa/Pier 46,Join us for a fun workout session by the Hudson River with Marissa Ivana at Pier 46 on 9/29/2025 at 6:30 PM!,https://www.eventbrite.com/e/healthy-on-the-hudson-x-ironstrength-sculpt-and-flow-with-marissapier-46-tickets-1315287122189,2025-09-29T18:30:00-04:00,2025-09-29 19:30:00-04:00,40.7341636,-74.0111441,https://cdn.evbuc.com/images/1002198503/197389465408/1/logo.20250406-201731,1315287122189,"Health & Fitness, Community & Culture",Health & Fitness,Community & Culture,
Health & Fitness,"JOIN OLIVIA MUNN, SHE MD AND CANCER VACCINE COALITION FOR A LIVE EVENT","Join us for a conversation on breast cancer featuring Olivia Munn, Dr. Aliabadi, Kristen Dahlgren, Dr. Goldfarb and Mary Alice Haney",https://www.eventbrite.com/e/join-olivia-munn-she-md-and-cancer-vaccine-coalition-for-a-live-event-tickets-1685341254059,2025-10-01T11:00:00-04:00,2025-10-01 13:00:00-04:00,40.75833950000001,-73.9792303,https://cdn.evbuc.com/images/1126278673/569145787227/1/logo.20250916-220519,1685341254059,"Health & Fitness, Charity & Social Causes, Education",Health & Fitness,Charity & Social Causes,Education
Health & Fitness,The Marvelous Mrs. Menopause Event,Join us in NYC for the 4th Annual Marvelous Mrs. Menopause Event.,https://www.eventbrite.com/e/the-marvelous-mrs-menopause-event-tickets-1665608683409,2025-10-15T17:30:00-04:00,2025-10-15 20:30:00-04:00,40.7067097,-74.0081545,https://cdn.evbuc.com/images/1114790813/1150166397393/1/logo.20250904-215645,1665608683409,"Community & Culture, Health & Fitness, Home & Lifestyle",Community & Culture,Health & Fitness,Home & Lifestyle
Health & Fitness,Maximizing Performance in Cochlear Implant Recipients: Programming Concepts,This course will address topics related to routine and special programming issues and methods in pediatric and adult recipients.,https://www.eventbrite.com/e/maximizing-performance-in-cochlear-implant-recipients-programming-concepts-tickets-1504811785559,2025-12-07T08:00:00-05:00,2025-12-08 14:00:00-05:00,40.742133,-73.97385109999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F580643089%2F171377523540%2F1%2Foriginal.20230822-163618?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C63%2C1920%2C960&s=d564a61c59a3341e6f5016f5a835d432,1504811785559,"Education, Health & Fitness, STEM",Education,Health & Fitness,STEM
Health & Fitness,2nd Annual Innovations in Surgical and Non-Surgical Spine Care,Discover the latest advancements in both surgical and non-surgical spine treatments at this multidisciplinary CME Conference,https://www.eventbrite.com/e/2nd-annual-innovations-in-surgical-and-non-surgical-spine-care-tickets-1702551690939,2025-10-17T07:00:00-04:00,2025-10-17 17:00:00-04:00,40.7732901,-73.96071080000002,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1124781813%2F221400866838%2F1%2Foriginal.20250915-194631?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=2a7011f5b3c342d4d7b83a9e6efe5f63,1702551690939,"Health & Fitness, Education, Business",Health & Fitness,Education,Business
Health & Fitness,Strengthening the Bonds: Advancing the Conversation on Loneliness,"Join us for our 2 day, inspiring Peer Conference that addresses loneliness, a key challenge to mental and emotional well-being.",https://www.eventbrite.com/e/strengthening-the-bonds-advancing-the-conversation-on-loneliness-tickets-1497147250729,2025-11-18T09:00:00-05:00,2025-11-19 15:00:00-05:00,40.6883502,-73.9791946,https://cdn.evbuc.com/images/1074970613/262013686380/1/logo.20250716-172158,1497147250729,"Community & Culture, Health & Fitness, Charity & Social Causes",Community & Culture,Health & Fitness,Charity & Social Causes
Health & Fitness,NYU LANGONE  HEALTH- 2025 ORTHOPEDIC CERTIFICATION REVIEW COURSE (NAON),IN-PERSON AND VIRTUAL COURSE REVIEW,https://www.eventbrite.com/e/nyu-langone-health-2025-orthopedic-certification-review-course-naon-tickets-1652446354529,2025-10-09T07:30:00-04:00,2025-10-09 15:30:00-04:00,40.7343763,-73.98302919999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F570432739%2F307827734433%2F1%2Foriginal.20220707-164114?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C8%2C184%2C92&s=d8efb7ca4826dd7c1ff61ebd50f45aae,1652446354529,"Health & Fitness, Education, Business",Health & Fitness,Education,Business
Health & Fitness,"Mesotherapy Training - Brooklyn, NY","During the Mesotherapy Training programs, physicians, nurses, will learn the protocols associated with the medications.",https://www.eventbrite.com/e/mesotherapy-training-brooklyn-ny-tickets-869477188677,2024-05-31T07:00:00-04:00,2026-03-06 17:00:00-05:00,40.713831,-73.952333,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F738372719%2F82610134181%2F1%2Foriginal.20240408-140219?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C103%2C680%2C340&s=969f8cd5e65e6c1f933ea3d252f9f5ba,869477188677,"Health & Fitness, Education, Business",Health & Fitness,Education,Business
